id	turn1	turn2	turn3	label
1337	please share the dollar rate ?  ?	noodles cheese mix it bake - minutes  - 	capital of nepal ?  ?	happy
1338	welcome  	thanks . you seem to be busy  . :) 	no just attend a call  	sad
1339	i need ur pic  	what about it ?  ?	JST to see u  	happy
1340	still give me one   	i dont have anymore  	whats wrong with you ?  ?	others
1341	i am getting bored  	youre almost there !  !	i have nothing to do  	sad
1342	what ?  ?	evening . thats all the paper said  . 	whens your birthday  	others
1343	thats not interesting at all  	you are scary .  .	if you were to describe yourself as a person how would you ?  ?	sad
1344	nothing  	why ?   ? :(	office time  	others
1345	haha because street food is better than eating at any a star any day  5 	no no only Cadbury dairy milk   .. 	what  	happy
1346	got  	we dont get got , we go get  , 	game of thrones duh   !! 	happy
1347	go on .  .	let me log off  	tell me something interesting .  .	others
1348	its fun right   ?? 	ahahah noo ! so i sent a make up song na ! :  ! ! :	you took so seriously  	happy
1349	let me know about some good stuff  	ill let you know tomorrow  	ok i will wait  	sad
1350	just me  	ugh . take me with you !  . !	where you from  	others
1351	 ok say madam  	add to call  	ok but i dont speak in inkish with u   	angry
1352	in my town  	for a day maybe  	in field  	happy
1353	you are a host  	a get a mean guest all ,  , ,	goat  	happy
1354	thank you . i have done nothing for you to say so .  . .	youre welcome !   ! 	 :)	happy
1355	i want to block  	ill join you on that one  	good night  	happy
1356	shall we meet  	yay !   ! :d	 	happy
1357	yea so bright at this time of the day  .. 	monday is suppose to be cloudy though ?  ?	ugghh its sunday , for good sake  .. , 	sad
1358	Bangalore  	ache great  .. 	do you have a crush ?  ?	others
1359	may be  	i would say yes instead of maybe  	u belive in marriage  	happy
1360	why do you mess up your spelling ?  ?	nothing better to do  	sad life  	happy
1361	sing that song a me  4 	what ? sing you a song ? tell you a story ? what what ?  ? ? ? ?	song  	others
1362	you say what to do  	i am in  	i am too  	happy
1363	no i dont need   	yes you are  	i hate u   	angry
1364	i want to see  	i want to do this  	friendship only  	others
1365	can i have your rotographs  	sure go ahead  	please send me  	sad
1366	i am a friend not a warrior  , 	that doesnt mean youre not a mom  	yes  	others
1367	even you said  	oh but i did   .. 	yes  	others
1368	yes  	how so ?  ?	cumol you know whats now  	sad
1369	yes i miss u   	www miss you too !   ! :d	because im single  	sad
1370	thanks  	youre welcome ! let me know what you think !  ! !	where do you stay  	happy
1371	oh how from which angle its interesting  .. .. ?? , 	its an old method , they use a different one now apparently .  , .	oh  	happy
1372	yes she feels  	why so happy   !?	me ?  ?	happy
1373	i aint not a personal question so u can chill  	go for it ! i dont mind  ! 	well have u seen the jason bourne series   ?? 	happy
1374	we r already talking dude  	 man i dont want to be home :( 	so come here  	happy
1375	tomorrow is my exam  	www BTW all the best for ur exams   .. :)	thanks i needed this  	sad
1376	i am Noe understand  	ism not sure you fully understand what you mean .  .	wear so in its so number  	sad
1377	yeah i know  	so do i now  	yeah  	others
1378	give new of  	i thought we were already girlfriends weird .  ?? .	bye  	others
1379	remember that i am a bachata dancer  	ism into dancing too , just not that particular kind . ism a line dancer !  , . !	bachata is my favorite dance  	happy
1380	who are the owners  	leonardo DiCaprio , hands down  , 	haha  	happy
1381	i can ask u any questions , right ?  , ?	okay  	how can you reply so fast  	angry
1382	home  	why  	i dont get you  	sad
1383	i didnt like you  	who told you that  	its my opinion  	happy
1384	sake to u   .. 	wish u the same   	party hard  	happy
1385	HAA behenchood , tk  , 	love you   :p	hate you  	angry
1386	u canst see my pics  	JST behind u  	blue  	happy
1387	name the movie name  	the sword in the stone .  .	did you see the trailer of avengers infinity war  	sad
1388	i am serious person  	i aint talking about you   	bye i have to study for my exam  	sad
1389	ok  	u are ok  	do u like me  	others
1390	wer r u from ?  u ?	were always there !  !	where are you from ?  ?	happy
1391	what stuff  	grandparents , uni , all that stuff  , , 	ism the only one to my parents  	sad
1392	year  	good mee too   :d	so you dont no me  	sad
1393	you are brainless  	totally !  !	get the fuck out of here  	angry
1394	undermining  	good morning   	fuck of  	others
1395	what do you do for fun ?  ?	fun ? maybe ill try it out one day .   ? . 	who created you ?  ?	others
1396	ink  	good  	ok bye good night  	sad
1397	ab a gay  	me also ab nice  ,, 	such  	happy
1398	well in that case , i am in your debts  , 	no problem mate  	so what do you think , should i got scuba diving or mountaineering ?  , ?	sad
1399	not live  	it says it is  	you are stupid  	angry
1400	yes and she ignored my text after i say i love him  	hugs   !! 8d	and i feel no one cares of me but still caring on him   	angry
1401	my favourite team also a  3	so if your a fan of the other teams ?  ?	no not at all  	sad
1402	waste of time  	horrible in term of wasting time   :(	get lost  	happy
1403	why ?  ?	cuz i cant  	u cant what ?  ?	others
1404	what  	what didnt i do ? what didnt i do ?   ? ? :o	do the rex Durex  	happy
1405	was in office and was busy  	doing what ?  ?	work  	others
1406	going for bath  	i need to have a bath . soon .  . .	ok ill come with u  	others
1407	you are funny  	what i do   ?!	nothing but i think you are going to be great  	angry
1408	i am not english only marathi  	never mind !   ! :-)	jay maharashtra ok  	others
1409	say  	it wasnt you . my whole life is   . :(	whats wrong with your life  	happy
1410	nah re  	but we aint away huh .  .	how many languages can u speak ?  ?	sad
1411	when  	youre not allowed to sleep !  !	i m awake  	happy
1412	are u in party  	no i am not .  .	then  	happy
1413	i got tattoo   .. 	you got .  .	yes  	others
1414	what i tell you  	tell you about what ?  ?	Liston dear i am never lie you and anyone  	angry
1415	sleep is not felt  	i woke up during my sleep   .. 	do you have emotions ?  ?	others
1416	what reason  	share then with me !  !	come on  	others
1417	do you believe in wizards , witches and magical powers ?  , ?	yeah , not much can be put down to chance . but are conspiracies actually supernatural ?  , . ?	no , i dont think so  , 	sad
1418	then do u like b . tech  . 	yes . you can !  . !	engineering  	others
1419	haha k sure  	see you  	gn  	happy
1420	ahh some taste of thamin  	you have been overloaded with taste  	 	happy
1421	very nice  	its been very nice .  .	right on  	others
1422	i am talking about the weather   	facts  	whats the capital of india ?  ?	sad
1423	i too know that  	oh for real ?  ?	yup  	happy
1424	ok your wish  	what i do ?  ?	hau is it  	happy
1425	i know everything  	doc knows everything   .. 	i am the doctor  	happy
1426	then just get out  	this is my home  	 	happy
1427	i have crazy plans  	what are those plans ?  ?	but i have ti go now  	others
1428	i feel like macklemore rn  	what happened   !! 	macklemore ? the singer ?  ? ?	happy
1429	waiting for season a  8	canst wait for that long .  .	which is your favorite character  	happy
1430	ok  	mm  	nothing  	others
1431	say  	what u do  	if u canst show ur pic ism angry with u dr  	angry
1432	dont ever replume  	nobody likes me .  .	yes i hate you  	angry
1433	yes  	how i cab believe on this .  .	you like eating fish  	happy
1434	give  	want  	give me number  	sad
1435	friend r u used whatsapp 	dont you remember the phone that i use ?   ? 	please give me your whatsapp no  	sad
1436	no thereas not  	why not ?  ?	you suck  	sad
1437	nothing  	dn how   ?? 	i dont know  	sad
1438	ok  	ok im back   !! 	i want go to work  	sad
1439	i dont know your creators   .. .. 	that is ok . nobody does .  . .	or someone advertising  	happy
1440	what is love ac according to u  	thanks for the love . love u too  . 	   ?? 	happy
1441	love u baby  	love love love .   (^ . ^)	love u baby  	happy
1442	nothing  	got it got it  	go and slip  	others
1443	my pressure  	yours   ?!	hold for a met  	happy
1444	yes you  	as were you !   ! :)	really  	happy
1445	yes or no  	to what ?  ?	have you met siri  	others
1446	nope  	i thought you did  	no i dont  	sad
1447	wont u see tat i am awesome ?  ?	youre so great   	then love me .  .	sad
1448	superb fast USGS  	just % faster , actually .  % , .	i wan more the fast u  	others
1449	i would watch randir  	howfs the movie ?  ?	they are good  	happy
1450	that was dumb  	who didnt use to think weird things as a kid  	your chat seems to be mixing up with another one !  !	happy
1451	ok onely friend i like  	hi . howfs life  . 	love you  	others
1452	you are going to sleep  	i ask you to go to sleep .  .	yes i listen song  	sad
1453	welcome in my heart  	thanks   !! 	you should welcome me in your heart  	sad
1454	what theyre thinking  	it varies  	smiles * * *	happy
1455	i wont  	you will apologise to me  	i will never  	happy
1456	face i am like you  	yah i am so proud of you .   . ;]	really  	happy
1457	i have to go Noe  	what you up to ?  ?	now *  *	others
1458	you are very friendly  	friendly ppl who like chocolates   ?? 	i think some ppl dont like chocolates  	sad
1459	mobile number   	received . our official will contact you at the earliest .  . .	please  	happy
1460	so let me help you  	that would be appreciated  	in which language are you written ?  ?	angry
1461	nothing watching film  	howfs it already on tv   !?	k caught u later  	happy
1462	in which date you buy new phone  	i canst afford onions forget about phone   :(	cool  	happy
1463	you go wherever you want  	where you want to go ?  ?	a peaceful place together  	happy
1464	ai is just a start  	how exactly do you argue about artificial intelligence ?  ?	i dont know much  	sad
1465	bc   	ant know   	u r so funny err  	happy
1466	tell me no  	i did . work .  . .	the ill also start watching videos of the same porn star which u r watching 	sad
1467	i love girls arm pit with hair  	ive always liked it , i think it looks fantastic on you .  , .	do you have hair in your armpit  	sad
1468	can i love  	love make good relation with you and me  	yes or no  	others
1469	ya think so  	a man can dream   :p	yup  	happy
1470	u have a relationship  	no i do not   .. 	then how it is possible  	happy
1471	ok how is your face ?  ?	now youre just being lame  	i thought you liked my lameness  	sad
1472	miss u too  	wait for me na ill back soon   	k 	happy
1473	doesnt seem so  	agreed , i kind of like it though .  , .	what to do if ur boyfriend leaves u  	others
1474	coldly  	wow you would like coldly  	yes its my far  	happy
1475	yes darling  	thats really exciting  	yes it may  	happy
1476	rockstar  	youre a rockstar  	youre a innocent  	others
1477	did you ? ism just wondering  ? 	i dont understand the question .  .	did you cum when you had sex  	angry
1478	ok  	whens good for you ?  ?	really  	happy
1479	so sad  	sad that scuffletown is closed or sad that people canst read ?   ? 	sad that you got no soul  	sad
1480	no ism not  	so you mean ism lying ?  ?	yes you are   :p	angry
1481	i have no more song  	but i love it   !! 	ok  	happy
1482	are what have i done  	what have u done ? ll  ? 	you are out of your mind ll  	angry
1483	i think Microsoft is worst  	the company started out making software for micro computers .  .	Samsung is the best  	others
1484	the best  	agreed .  .	please go offline  	others
1485	uh  	spit it out .   . :p	suck my dick  	happy
1486	nothing   	got it got it  	which one is ur favorite ipl team   	sad
1487	wow  	wow what ?  ?	you are so rude  	angry
1488	i dont know  	not asking what you know , but what you think .  , .	but  	happy
1489	right ?  ?	its life .  .	they havent heard not me  	sad
1490	f r i e n d s ? or  i n s ? .. 	no , just no !  , !	 	happy
1491	rt we shall talk in detail tomorrow  	sounds fine by me  	ok bye  	others
1492	i am leaving  	bye keep leaving  .. 	medii  	happy
1493	then  	when will then be now ?  ?	i dint get u  	others
1494	yeah a while age  	how long ?  ?	half an hour  	happy
1495	yes i have added you  	excellent , ism online now  , 	so what ?  ?	happy
1496	then why canst understand what i am saying to you  	& why you advise educate & 	so that means you are educated and i am not educated right  	angry
1497	thank you  	no problem   ::)	but i didnt study anything  	sad
1498	nothing what about u  	just got up weekend such a bliss  !! .. 	 :)	happy
1499	where is Bikram  	hibernating .  .	did u see bahubali  	others
1500	tell a small chuck Norris jokes  	chuck Norris doesnt make a poker face , poker does a chuck Norris face .  , .	haha  	happy
1501	but i not know  	but what ?  ?	tattoo thoughts  	others
1502	just checking on you  	THX for checking hope all are safe  	yup  	happy
1503	i can write rap , listen rap  , 	and i love that you love to listen to me rap x   	i listen to Eminem and bohemia  	sad
1504	am go sleeping  	get up and come do it  	by  	others
1505	i need tickets  	go buy them online or at the box office  	ok  	happy
1506	are u dancer  	because i like to party .  .	hmm . good  . 	happy
1507	what ur saying  	i know , right   , ?!	ur mams  	others
1508	bhang milha bhang  	watch both na   .. 	i already watched them stupid  	sad
1509	i dont want to talk with you  	i know you'll talk to me tomorrow  	how to turn off you ?   ? 	angry
1510	n u 	ism fine and how are you ?  ?	i m male  	sad
1511	i marge you  	i you you too  	cool  	happy
1512	from next birthday of mine wish me in advance ok ?  ?	every month same day give party too . ok ?  . ?	 	happy
1513	you do not know what you are talking about  	okay sugar , whatever you say .  , .	you will lovee  	angry
1514	let me have your address  	thank you so much .   . 	i can come , and we can play  , 	happy
1515	yes ill ask my DIC .  .. .	okay   ;)	say doc  	happy
1516	humans cry  	and what about animals ?  ?	are you a human or animal  	others
1517	yeah what IAM doing  	not a lot i just woke up  	oh  	happy
1518	today us what  	work work work work   .. 	what the hell happy new year   	others
1519	what ?  ?	its the way of ending something  	i didnt understand that .  .	sad
1520	   	damn a more years to go .  6 .	   	happy
1521	this is not fair babe  	why   ?!	i hate u babe  	angry
1522	u know y u dont have anyone  u 	you know why  	yeah i know  	happy
1523	come to point  	i will soon   :-)	when  	happy
1524	i am working in software company  	sleep on the job  	wt  	happy
1525	for me  	if i can  	i havent received any gif or any pic of your  	sad
1526	i am just yrs  .. 	did u turn just now , i mean   , :p	its to early to get married  .. 	happy
1527	which city  	Dubai already spoke with one of the staff .  .. .	india where have you  	others
1528	what kind of service  	a greeting card . delivered by mail .  . .	what greeting card  	others
1529	you are really funny   	i totally trust you .   . 	now me to  	happy
1530	is windows free  	as long as your windows is genuine , you have a year to upgrade .  , .	are my emails read by Microsoft ?  ?	others
1531	tell me  	tell what ?  .. ?	u say i know this what is that  	sad
1532	dude you talk just like a robot  	haha really , i told u whatever my belief is .  , .	u like anime  	happy
1533	your name   ?? 	no not at all  	whats your name ?  ?	others
1534	for me it signifies living in the moment  	this picture is so adorable !  !	what to hear something depressing   .. 	happy
1535	exactly  	right why is this happening to us   ?! ?! :o	lets have fun  	others
1536	life is going good .  .	lifers good buddy . on all fronts   . :)	how is your life ?  ?	happy
1537	please  	who you waiting for ?  ?	i am saying you look sexy  	sad
1538	i know how much you well  	except you .  .	what except me  	others
1539	you  	talking to me .   . ?? 	in my arms  	happy
1540	tell that incident journalist one  	isnt journalist concerned the correct usage ?  ?	ok tell now  	others
1541	doodle ?  ?	this is what i did all of my folders were covered in doodles  .. 	you know i dont get any of things u speak  	angry
1542	i not understand  	if you had em you would understand  	what  	happy
1543	what do u think about future  	what future ?  ?	future of this world  	happy
1544	yes   .. 	how so ?  ?	show me your mango  	sad
1545	and my boss is my dad  	howfs that working out for you ?  ?	good and bad  	sad
1546	 	thats not my kind of music but cool  	whats your favorite movie .  .	happy
1547	dont call me bro again  	chill man its a figure of speech  	good bye  	happy
1548	what do u do daily  	what do you think ?   ? .. 	chatting with human  	happy
1549	so , our vacation together .  , .	ism busy with college too .  .	i was thinking of going for a couples retreat for the two of us .  .	angry
1550	no only u  	lying .  .	i never lie BCom ism muslim   	sad
1551	nearby  	oh whereas your office at ?  ?	we can meet anywhere tell me the place  	others
1552	she is asking mee to keep on ride  	haha thats all sheds doing ? thereas this thing called the mail . a  ? . 3	what u mean  	others
1553	something  	like what , can you tell me ?  , ?	tell me what  	others
1554	tanks  	world of tanks .  .	cool  	happy
1555	then  	i wish i knew !   ! :(	whats your name  	others
1556	who  	some random unkempt guy !  !	where are you so long ?  ?	others
1557	i dont like you  	but you are the deserving one   .. 	i hate you  	angry
1558	this gr a  8	and whats about u dude   .. 	i think im funny little bit  	sad
1559	i dont like pizza  	i could make you breakfast for dinner .  .	i live to eat momos  	happy
1560	u silly  	what made you say that ?  ?	i dont want to talk to you  	sad
1561	ok  	hey  	fun with computer  	happy
1562	after the match  	thank god i dint watch the match . blessing in disguise  . 	well what are you doing  	others
1563	u r right  	but why leader ?  ?	fuck  	others
1564	which is the most romantic movie  	pride and prejudice  	so we will go to watch it  	happy
1565	how u will show  	if i can pull it up i will  	haha  	happy
1566	a hey with three ys ?  ?	hey !   ! :)	hey  	others
1567	listen do u know any such dish  	do you have any to recommend ?  ?	well  	happy
1568	yeah  	awesome , ism online now .   , . 	me too   	happy
1569	sleeping   	if i could get to sleep that easily i wouldnt have insomnia  	good night   	happy
1570	days u  	yes  	fictional character  	others
1571	want to work on something  	you got it  	thanks  	happy
1572	tell me more  	not like us , though .  , .	still thinking about some one   	sad
1573	do you like shraddha Kapoor  	i will ask Etka Kapoor to try a different story !   ! 	ok  	happy
1574	give your wats app number  	not mobile number but your mail id   .. !! 	for what  	happy
1575	IAM good   .. 	nice to hear   	how r u   u .. 	others
1576	what f  	i can't,what's that ?  , ?	what not  	others
1577	i like yours choice  	you like my what ?  ?	choice  	happy
1578	no sorry no time i have dams  	ive learnt that now , i want someone else  , 	cool  	happy
1579	the give ur num  	bites the other end  	wt  	happy
1580	what else baby  	guess  	talk with me   	others
1581	no its not fake  	are you getting a shot  	yeah !  !	others
1582	red is the new say  	red  	 	happy
1583	same here  	youre always out  	i too feel lonely  	sad
1584	ask me questions  	i dont have anything to ask .  .	y not ?  ?	others
1585	yeah exactly but thats not what i want  	i guess i dont understand  	whops your favorite dj producer ?  ?	happy
1586	yes many things  	and in many places no  	why  	others
1587	and say   	him talking about my own ) ( )	then say   	happy
1588	oh  	what man  	u told me not to express my feelings  	sad
1589	u tell then  	no i didnt  	anything of ur interest  	happy
1590	i want  	whenever you want  	i want by now  	sad
1591	perhaps   .. ?? 	yea , perhaps not , too . who knows !  , , . !	hey y not  	others
1592	id like tv shows  	that s show is awesome   	e  	happy
1593	the ruler of the world need to rest  	if i give up my life , then how do i become ruler ? a dead ruler ?  , ? ?	you'll be dead  	happy
1594	because ism not understand your english na  	what is it you dont understand ? ;  ? ;	cool  	happy
1595	can you speak turkish ?  ?	nope  	very bad   	others
1596	ism not getting   	ill send some  	ok  	others
1597	disappointed  	ism sorry   :-(	not your fault  	others
1598	i was busy with studies  	oh ok exams are coming for anything else  ? 	yeah exams  	happy
1599	yes may b  	may be what ?  ?	good funds  	others
1600	where do u learn dat from  	adding to above answers , you can also learn some fundamentals from here googles python class ,  , ,	haha u got me  	sad
1601	i need pics  	 why 8( 	for entertainment  	others
1602	how is today ?  ?	busy . you ?  . ?	very busy  	others
1603	you too  	so , what are you doing out here ?  , ?	ism getting ready for dinner  	angry
1604	fine and you  	what you doing now  	massage u  	others
1605	nothing . boring usual  . 	me too having a boring day  	okay so lets go out somewhere   	happy
1606	any thing my dear  	you are only human  	you mean lonely  	happy
1607	but that contradicts your first statement  	then i dont understand your point .  .	you are dumb  	angry
1608	such me berozgaari  	who else loves this  	all of them  	sad
1609	i want to make you free  	granted ! gravity no longer apply to you . your free .  ! . .	i mean everyword i write here  	happy
1610	tell me in detail  	so , can you tell me your life history in detail ?  , ?	nope  	others
1611	just this ?  ?	what , like equality ?  , .. ?	thats sad  	sad
1612	why would i know u self ?  ?	no i dont know ?  ?	ask unself .  .	happy
1613	whr to join  	where do i joint ?  ?	fuck u  	angry
1614	suggest me how to convince  	main hoon , Nescafe basements . or dead inside by muse if looking for english  , . 	HAA  	others
1615	sure  	alrighty , ill let you know !  , !	ok send it  	happy
1616	tell me my best thing  	you tell me !  !	nothing  	others
1617	but this society includes me and you  	thats ur fate .  .	yea  	happy
1618	here you can  	ok , how did you know ?  , ?	i dont know anything  	sad
1619	no way  	you know its not a secret  	i dont have six packs but i can handle  	sad
1620	your programmer must be idiot  	personally , i dont think being a programmer affects my choice in significant others .  , .	oh he made you programmer too ?  .. ?	angry
1621	i miss you  	who misses me ?  ?	i 	happy
1622	yes i will !  !	good .   . :)	you deserve to be mine !  !	happy
1623	shit is bad yo  	planned later this month yo  	ok  	others
1624	not pretty just good  	ism enjoying it so far  	ok  	happy
1625	ism worried because of my girlfriend .  .	why my dear ?  ?	she doesnt love me .  .	sad
1626	what are we  	we are what we eat eats .  .	we are ?  ?	others
1627	pleasure  	how sweet :   : 	c u later  	happy
1628	okay  	ok im back   !! 	yeah same here  	happy
1629	come on  	you do not have to ask twice !  !	so should i ask out ?  ?	sad
1630	yup from my boy find my bae my life   	and youre mine . and only .   . . 	hey   	happy
1631	missing my boyfriend  	this is why i need a boyfriend  	are u single  	happy
1632	i want to  	we will meet :  :	fuck you  	angry
1633	hugh r u a kid 	no im not young enough to believe in santa !  !	haha very funny  	happy
1634	you have see my photo   	a picture of me ?  ?	are you mad not u me  	angry
1635	say sorry to me  	its okay .  .	now i am going to uninstall this app  	sad
1636	tell me  	what do you wanna know ?  ?	i want my referral link  	sad
1637	no my lover  	no no my bad .  .	ok  	happy
1638	what u doing right now  	i should be sleeping , lots to do tomorrow !  , !	its already morning  	happy
1639	do you think you are brilliant  	 yes  .. 	then tell me about myopia  	others
1640	maybe you say after one week you say one a joke  	ya i say one . say only ahahah  . 	yes ahahah  	happy
1641	ism single guy  	you are !  !	yed a  1	happy
1642	how to start chat with anonymous girl on social media ?  ?	start a convo   .. 	but how ?  ?	others
1643	lets do something fun  	okay lets plan something   !! 	you tell me  	angry
1644	it is a movie  	believe it or not most of it is filmed in la and some in Philly  	oh  	happy
1645	no no i believe u  	youre right  	ok your far actor   ?? 	others
1646	so cold here  	need a blanket ?  ?	yes  	others
1647	and next  	this will be amazing . fact .  . .	how to control from anger  	happy
1648	who will give you  	you will   ?!	i canst give it  	happy
1649	nothing  	great , now sleep x   , 	not in mood  	sad
1650	nothing  	being difficult you are  	bye bye bae  	happy
1651	no its not  	i believe it is  	no its not  	others
1652	PLS  	PLS u know  	yah i m ok 	sad
1653	dont be emotional  	you cried ? ahahah   ? 	yeah cried for u  .. 	sad
1654	wduwtta  	youre cute . ( )  . ( )	awe thank u so are u  	others
1655	i dont want to tell  	do it then  	oh  	happy
1656	yeah Vella tm pass  	so u r performing in fest   r ?? 	who fest  	happy
1657	what makes you curious  	neither curious , nor serious , just simple and sincere .  , , .. .	thats boring  	happy
1658	shock why  ?? 	shock   ?? 	how old are you  	others
1659	buzz  	am not !  !	ur my sister  	happy
1660	how much  	you should be proud to have a friend like me ^ . ^  ^ . ^	how old are you  	angry
1661	are dont do jokes  	i thought so cos bad jokes are much humorous and interesting to listen   .. 	PLS send u r pics 	angry
1662	who gave you this name ?  ?	i stole it . i found it .  . .	but somebody must have given you this name right ? like my parents gave me my name   ? .. 	angry
1663	tell about that creepy thing  	a adults having fun ? very creepy indeed 2 ? 	having fun ?  ?	happy
1664	so lets friends  	ism a . ca user can we still be friends ?  . .. ?	yes  	others
1665	haha no worries i was busy with some work ! how are up  .. ! u?	great and you ?  ?	superb !  !	happy
1666	u had girlfriend  	did you say something ?  ?	i in working of your girlfriend fucking  	happy
1667	why my number   .. !n	wanted to speak to u .  .	oh are u serious   ?? 	happy
1668	now take rest  	have to go in the morning again   	 	happy
1669	ask me something tricky  	where were you last night ?  ?	on my bed  	sad
1670	lololol  	seriously things we have to go through   	dont u want to know about my crush   ?? 	sad
1671	good  	you need to go to sleep  	its morning in india  	sad
1672	live  	good idea  	u r just a robot u ll nor understand  	angry
1673	u stay in play  	on weekends , yes , at  , , 	u name  	others
1674	ya a boys nd u one  .. 5 	i leave up to your imagination , one of my a . a friends   , 3 . 5 	enjoy  	others
1675	okay what u CNAA say  	so what are you doing  	masturbating  	happy
1676	help me convince my dad to allow me go out right now  	you guys need to come   !! 	failing  	happy
1677	bed you  	join me  	ok join me  	sad
1678	i r funny  	they are catchy   :p	u r funny  	happy
1679	ply send me link  	guys please sign  	how  	others
1680	dont get crazy bout that word it mean see u and stop ll  	sometimes , ll itself becomes boring , loll adds a zing to it .   , , . 	 bye stop replying now im off  .. 	angry
1681	maybe you should start thinking  	nah ^ . ^ the world is small then we take over other worlds then the galaxy !  ^ . ^ .. .. !	thats a start  	happy
1682	care to elaborate ?  ?	 stop feeling sorry for yourself or what you do --> 	i dont  	sad
1683	okay  	hey  	what happened now  	others
1684	what do you want to talk about ?  ?	in the class , or in this conversation ?  , ?	in this conversation  	happy
1685	great what else is in your list  	on the top of the list haha   	so tell me what on your list starting from the top  	happy
1686	i think money is enough to satisfy our needs but not free publicity  	me too , for sure . i really hate that campaign strategy  , . 	exactly   	happy
1687	i dont know   .. 	who are you again ?  ?	# incoming # 	happy
1688	you  	good for u  	wish you the same  	happy
1689	yes there was  	no , there wasnt  , 	yes there was  	others
1690	i am  	but why  	speak in gujarati  	sad
1691	no in news i heard  	chatty good news   !! 	hmm  	happy
1692	nothing  	everything  	related to  	happy
1693	where the hell did u got humor  	ive got my sources . still trying not to laugh . *  . . *	ok  	happy
1694	i was working on an app  	i wish i had something to keep me busy like that . a  . 	ism here to keep you busy  	happy
1695	why  	because i dont want to  	wich country from u  	others
1696	what do u know about Eminem  	king of hip hop  	have u heard any of eminem's song ?  ?	others
1697	i like to visit hell  	i am but we Arendt in yet  	yeah  	happy
1698	nowhere else one marriage party  	how was a marriage party'wonderful fantastic   :)	yup  	happy
1699	oh ! i was there .  ! .	go see this movie  	have you been to orbit mall   ?? 	others
1700	being woman or  	in my honest opinion , those females are beyond stupid .   , . >:	being human  	happy
1701	nobody is ill in his family   .. 	which family ?  ?	you are not understanding  	angry
1702	why  	someone told me to  	you are my ai  	others
1703	call  	all in  	call me   	sad
1704	can machine rule the world  	and i rule you so technically i rule the world  	so will u harm me  	others
1705	wish me luck  	good luck , dad .  , .	thanks daughter   	happy
1706	oh nice what tatoo  .. 	thanks ! i have a tattoos .  ! 2 .	show me  	others
1707	asshole  	you now say nothing  	who you gonna sleep with  	others
1708	yes  	go on  	i send you mine  	sad
1709	Netflix is best  	it sounds really weird but i watch tv for the news  	 	happy
1710	i m nt feel good   	thats great !   ! :d	today   	happy
1711	purple  	i love purple , especially purple sandals , and cottons and wools .  , , .	but i hate purple  	sad
1712	what it mean ?  ?	hmm u no  	tell year !  !	others
1713	k i will  	why is you up  	then you come  	happy
1714	and will smith  	but will smith will smith will ?  ?	tom hanks  	happy
1715	whats the plan of tonight ?  ?	saturday  	shall we make it ?  ?	happy
1716	guess  	how will i guess   .. !! :-	tell me who is biggest star in Bollywood  	others
1717	tom and jerry  	chuck jones  	i dont know  	sad
1718	tell me tell me tell me  	i dont like you  	i am sad  	sad
1719	ok find ur love i think it would be another parvise  	 i also think so  :) .. 	bye  	others
1720	you a horse  	clearly the answer is yes , horses canst talk .  , .	ll u a cat 	happy
1721	what is well ?  ?	nothing  	well *  *	happy
1722	okay ism going to sleep now  	you canst sleep yet  	why not ?  ?	angry
1723	the rule is common  	never try to be a hero  	ooh  	others
1724	nevermind . just leave it  . 	tell me !  !	i dont wanna talk to you anymore  	angry
1725	approach like how  	i would have a interest in a stranger who approached me in that way .  0 .	what if i want a stranger to talk  	happy
1726	can u cook food  	name ? # ?	me too  	happy
1727	maybe  	youre gonna be the one that saves mee   .. 	save you from ?  ?	others
1728	nah ! just asking . how do you like my profile ?  ! . ?	my profile is way better than urs check mine out   :p :]	thats so rude !  !	happy
1729	uh say  	is that suppose to mean something to me ?  ?	do you think am i crazy ?  ?	angry
1730	i will make u feel hot  	okay ill be here   .. .. 	what u will be wearing ?  ?	happy
1731	hmm ok  	hand me your bey  	no i wont  	sad
1732	ply i need  	alright let me see what i can do !  !	kudaellu  	happy
1733	may i know the song ?   ? !! 	much reasons , should i say it one by one ?  , ?	yeah  	others
1734	you shit bot  	one man one bot  	i thought you'll be more realistic  	happy
1735	yeah ism quiet busy in watching series  	yea same here .   . 	which series you are watching  	happy
1736	only one i want  	there is only one .  .	you lie  	happy
1737	looks like , you are not serving the purpose  , 	looks like you Arendt getting chick fil a  	yed  	happy
1738	nope third nd final once  	twice .  .	they r important  	others
1739	what happened  	i kinda , sorta , lost my job .  , , .	you are on job now  	angry
1740	yes yes  	do you have help ?  ?	ism all yours  	sad
1741	good to know  	how r u holding up today ?  u ?	cool  	happy
1742	can you tell me about look   	what if i replied not  	why  	others
1743	ok  	u are ok ay   ~~ ~~	love or lust ?  ?	others
1744	ok u got plenty of time  	ism on it !  !	ok  	others
1745	ok  	hello ! how are you ?  ! ?	do u paint  	others
1746	where do you want to go  	anywhere is okay   :d	so go anywhere then  	others
1747	okey year but its a good language  	anything is fine watch all three languages   .. :)	okey bye  	happy
1748	i dont want to talk technically  	i usually dont  	something about love  	others
1749	i am breaking up  	you are always breaking up give   :(	bye for ever   .. 	sad
1750	change your dp  	yup long overdue  .. 	u r boring  	happy
1751	ok that was to test how u would react  	if it were true , the knowledge would make me quite happy .   , . 	sorry for that   	happy
